Date,Open,High,Low,Close,Volume
2024-11-26,1289.8,1292.69,1279.09,1290.55,9247557
2024-11-27,1288.35,1298.66,1280.88,1288.06,9572746
2024-11-28,1284.82,1291.44,1264.0,1265.74,15027412
2024-11-29,1274.91,1294.33,1270.18,1287.06,13202307
2024-12-02,1282.88,1306.13,1271.97,1303.94,11024152
2024-12-03,1311.76,1321.52,1301.8,1318.04,16869482
2024-12-04,1320.73,1323.12,1298.86,1303.74,19608540
2024-12-05,1309.12,1324.66,1300.95,1316.79,16858723
2024-12-06,1318.63,1318.63,1304.79,1306.33,9037514
2024-12-09,1297.82,1309.77,1287.96,1290.0,14650002
2024-12-10,1284.12,1289.75,1275.11,1279.74,16043729
2024-12-11,1279.89,1284.87,1270.97,1273.12,11724373
2024-12-12,1264.95,1273.12,1255.59,1257.88,20906813
2024-12-13,1254.99,1270.13,1234.67,1267.79,28630222
2024-12-16,1269.93,1275.9,1261.51,1263.25,9486781
2024-12-17,1256.03,1258.87,1237.86,1240.35,17462791
2024-12-18,1235.71,1254.94,1235.71,1248.26,12670179
2024-12-19,1234.07,1239.95,1224.11,1225.56,14244653
2024-12-20,1219.13,1234.57,1196.72,1200.51,20312896
2024-12-23,1210.17,1222.32,1208.37,1217.44,10052824
2024-12-24,1217.44,1228.64,1216.14,1217.89,6734917
2024-12-26,1219.38,1222.82,1209.42,1211.71,10016178
2024-12-27,1213.45,1223.02,1212.16,1216.19,7000397
2024-12-30,1211.56,1218.33,1203.29,1205.88,8818766
2024-12-31,1203.19,1214.25,1201.35,1210.61,6405475
2025-01-01,1210.02,1221.42,1206.78,1216.39,5892590
2025-01-02,1216.39,1239.5,1215.15,1236.86,15486276
2025-01-03,1238.95,1257.03,1230.59,1246.17,15521102
2025-01-06,1248.96,1256.98,1210.17,1213.15,14816766
2025-01-07,1217.14,1239.55,1216.39,1235.91,10070505
2025-01-08,1244.03,1265.99,1240.4,1260.47,19346579
2025-01-09,1261.96,1264.7,1243.09,1249.76,12794704
2025-01-10,1248.86,1251.75,1231.08,1236.96,8120332
2025-01-13,1225.11,1240.3,1221.52,1234.92,13764861
2025-01-14,1239.15,1248.36,1222.37,1233.82,13095266
2025-01-15,1240.0,1252.0,1236.91,1247.22,9578856
2025-01-16,1253.89,1269.93,1246.32,1261.41,14117603
