Date,Open,High,Low,Close,Volume
2021-10-04,3297.58,3349.68,3282.22,3340.52,1356860
2021-10-05,3323.43,3399.57,3312.46,3393.64,1877966
2021-10-06,3396.03,3415.02,3359.73,3373.81,1678154
2021-10-07,3390.72,3451.8,3381.91,3446.4,1647233
2021-10-08,3474.82,3532.28,3452.69,3484.25,2934339
2021-10-11,3324.32,3326.53,3240.22,3262.88,11845402
2021-10-12,3280.94,3281.82,3214.19,3233.89,5752877
2021-10-13,3231.36,3253.89,3226.94,3235.97,3545655
2021-10-14,3215.39,3255.3,3200.49,3203.37,6442299
2021-10-18,3196.27,3239.96,3194.5,3235.03,3590107
2021-10-19,3254.42,3273.13,3215.57,3223.5,3135441
2021-10-20,3203.86,3219.82,3173.96,3201.06,2933693
2021-10-21,3196.85,3199.82,3114.49,3133.34,4871211
2021-10-22,3157.73,3159.15,3091.21,3103.49,2691670
2021-10-25,3107.17,3117.42,3060.16,3098.26,2595594
2021-10-26,3099.63,3130.24,3082.34,3089.08,3878763
2021-10-27,3089.43,3114.49,3089.43,3095.42,2510813
2021-10-28,3120.48,3120.48,3029.12,3035.02,2424942
2021-10-29,3015.86,3069.92,3003.35,3013.82,3960501
2021-11-01,3049.47,3092.98,3027.3,3083.58,2020718
2021-11-02,3099.19,3116.58,3077.68,3090.5,3087414
2021-11-03,3108.24,3122.16,3074.4,3097.64,1537639
2021-11-04,3116.0,3116.27,3108.95,3112.18,328991
2021-11-08,3147.09,3147.09,3087.84,3106.95,2526082
2021-11-09,3111.61,3135.56,3100.96,3109.57,1782692
2021-11-10,3102.74,3121.99,3086.95,3090.59,1516489
2021-11-11,3086.77,3113.43,3047.74,3094.05,1284514
2021-11-12,3109.83,3134.8,3091.83,3127.62,1747259
2021-11-15,3129.35,3166.25,3129.35,3151.79,1809157
2021-11-16,3165.72,3171.53,3141.77,3154.54,2013204
2021-11-17,3149.39,3160.26,3110.19,3123.94,1632914
2021-11-18,3117.95,3123.01,3061.58,3082.96,2136598
2021-11-22,3085.35,3118.66,3051.56,3067.61,3167936
2021-11-23,3055.73,3087.61,3022.73,3072.8,2153461
2021-11-24,3079.85,3098.35,3037.1,3054.22,2161746
2021-11-25,3054.75,3071.69,3046.01,3056.53,1849619
2021-11-26,3037.99,3095.64,3026.37,3057.37,1941251
2021-11-29,3057.63,3130.55,3021.53,3106.29,2981745
2021-11-30,3096.53,3161.06,3096.53,3130.37,5588446
2021-12-01,3135.56,3184.34,3135.56,3173.52,2102118
2021-12-02,3183.63,3235.79,3170.24,3231.27,3152938
2021-12-03,3234.41,3251.71,3220.58,3229.09,2486263
2021-12-06,3229.09,3244.66,3124.03,3136.8,1849642
2021-12-07,3159.95,3191.44,3126.07,3179.46,1484458
2021-12-08,3194.1,3234.41,3194.1,3217.07,1428660
2021-12-09,3202.08,3224.04,3163.05,3194.77,1567957
2021-12-10,3179.91,3230.47,3171.13,3225.85,1510718
2021-12-13,3237.56,3248.21,3194.72,3201.77,1883864
2021-12-14,3197.65,3224.26,3172.55,3214.32,1747007
2021-12-15,3210.95,3213.61,3156.09,3166.91,1603233
2021-12-16,3177.25,3200.71,3166.6,3176.89,2072320
2021-12-17,3195.43,3238.76,3169.88,3179.33,4333992
2021-12-20,3183.46,3198.53,3113.52,3154.98,2312310
2021-12-21,3177.82,3229.76,3163.41,3200.58,2340989
2021-12-22,3214.5,3225.85,3198.76,3220.49,1224328
2021-12-23,3235.79,3255.75,3219.82,3248.83,1792861
2021-12-24,3268.61,3286.35,3232.95,3256.1,2209923
2021-12-27,3256.19,3281.91,3240.31,3278.45,1534135
2021-12-28,3290.78,3304.09,3276.46,3287.72,1456218
2021-12-29,3275.04,3299.61,3268.61,3277.21,1456923
2021-12-30,3265.37,3317.39,3264.17,3311.85,1966475
2021-12-31,3319.88,3335.13,3309.68,3315.93,1207141
2022-01-03,3326.26,3397.22,3321.83,3386.36,2346158
2022-01-04,3398.2,3449.69,3380.99,3445.79,2488606
2022-01-05,3428.27,3432.7,3381.61,3424.68,1733031
2022-01-06,3381.26,3401.66,3345.78,3377.22,1810293
2022-01-07,3388.35,3428.18,3367.42,3418.07,2460591
2022-01-10,3528.5,3528.5,3424.72,3441.44,3937092
2022-01-11,3420.29,3481.49,3420.29,3473.42,1906106
2022-01-12,3481.49,3485.04,3403.03,3423.74,3203744
2022-01-13,3475.28,3479.72,3421.17,3457.45,6684507
2022-01-14,3439.67,3527.61,3423.88,3519.76,3348123
2022-01-17,3541.54,3586.16,3514.57,3565.0,3442604
2022-01-18,3578.13,3585.0,3530.27,3539.68,2389041
2022-01-19,3564.91,3564.91,3474.72,3478.41,3102539
2022-01-20,3474.28,3483.16,3386.31,3400.13,6176776
2022-01-21,3382.76,3422.34,3350.86,3406.3,3112358
2022-01-24,3412.08,3420.65,3323.31,3351.08,3258414
2022-01-25,3349.43,3384.89,3307.41,3349.79,3330501
2022-01-27,3315.23,3317.36,3221.13,3242.59,5718297
2022-01-28,3239.7,3314.16,3239.7,3278.84,3143862
2022-01-31,3331.22,3339.22,3306.69,3319.89,2739393
2022-02-01,3349.88,3383.65,3320.02,3377.11,2105169
2022-02-02,3401.33,3433.4,3377.11,3426.47,1984212
2022-02-03,3421.85,3449.84,3390.8,3398.4,1960538
2022-02-04,3390.13,3398.48,3348.99,3389.78,2307366
2022-02-07,3368.54,3404.79,3337.57,3357.88,1919149
2022-02-08,3369.03,3376.27,3306.34,3326.29,2946443
2022-02-09,3332.11,3356.94,3328.64,3341.48,1638721
2022-02-10,3367.47,3367.47,3339.22,3350.19,2112459
2022-02-11,3334.33,3334.33,3278.79,3283.19,3851488
2022-02-14,3309.01,3370.54,3296.57,3317.67,5951745
2022-02-15,3364.1,3407.64,3330.33,3392.35,3931683
2022-02-16,3415.63,3424.61,3381.87,3388.18,3256906
2022-02-17,3398.75,3407.64,3357.88,3362.5,3134372
2022-02-18,3348.99,3390.71,3338.86,3371.12,3688883
2022-02-21,3385.42,3401.24,3292.61,3304.92,7465922
2022-02-22,3243.25,3259.16,3172.17,3186.74,5408531
2022-02-23,3208.6,3219.17,3159.42,3166.66,2426203
2022-02-24,3086.86,3095.62,3013.2,3022.58,5039136
2022-02-25,3081.53,3136.62,3076.2,3128.41,2549723
2022-02-28,3101.08,3166.61,3070.78,3158.13,3288942
2022-03-02,3156.62,3173.9,3115.3,3150.97,2761341
2022-03-03,3165.81,3179.81,3136.71,3149.42,1928039
2022-03-04,3111.3,3164.35,3098.46,3131.6,2370257
2022-03-07,3065.54,3152.62,3049.15,3096.55,3054130
2022-03-08,3074.42,3206.82,3074.42,3198.78,3300992
2022-03-09,3203.27,3246.81,3196.2,3227.79,2719654
2022-03-10,3273.46,3273.46,3212.15,3217.44,2005441
2022-03-11,3201.71,3234.23,3192.47,3198.07,1623423
2022-03-14,3181.05,3241.79,3181.05,3237.03,1765688
2022-03-15,3251.25,3251.25,3185.85,3193.4,3651133
2022-03-16,3234.81,3259.25,3213.26,3248.49,3090475
2022-03-17,3284.66,3296.57,3252.4,3263.47,3600452
2022-03-21,3284.13,3300.08,3212.15,3222.55,2413831
2022-03-22,3234.37,3297.45,3221.04,3288.52,2907611
2022-03-23,3294.79,3314.16,3278.79,3298.7,1596195
2022-03-24,3287.68,3339.39,3283.24,3331.98,1879046
2022-03-25,3340.9,3358.32,3262.8,3294.3,1690133
2022-03-28,3283.24,3299.23,3253.2,3294.52,1760990
2022-03-29,3283.02,3307.23,3279.68,3292.43,2689063
2022-03-30,3321.45,3321.45,3293.19,3315.71,1583455
2022-03-31,3323.22,3336.24,3305.63,3323.18,2168110
2022-04-01,3330.33,3343.66,3312.6,3339.88,1387014
2022-04-04,3342.77,3358.77,3320.65,3350.19,1472994
2022-04-05,3351.66,3408.17,3351.66,3389.69,2314947
2022-04-06,3384.8,3384.8,3315.36,3336.86,2051729
2022-04-07,3328.11,3328.11,3269.02,3273.6,2494829
2022-04-08,3278.79,3292.12,3236.59,3274.93,2296773
2022-04-11,3278.79,3298.65,3248.67,3284.48,2291660
2022-04-12,3272.57,3322.33,3241.79,3279.77,4483476
2022-04-13,3293.9,3296.43,3248.18,3253.87,1621672
2022-04-18,3207.71,3207.71,3129.96,3134.89,3820792
2022-04-19,3154.4,3166.44,3055.9,3085.0,3170014
2022-04-20,3109.97,3171.41,3092.2,3160.44,2640370
2022-04-21,3181.05,3237.92,3169.86,3224.28,2280996
2022-04-22,3182.03,3213.93,3173.5,3209.98,1581465
2022-04-25,3161.5,3184.61,3139.38,3152.8,1960694
2022-04-26,3176.74,3188.07,3126.09,3151.11,1943469
2022-04-27,3150.84,3170.79,3115.57,3164.35,1727648
2022-04-28,3188.16,3202.73,3143.78,3184.87,1703660
2022-04-29,3196.16,3219.48,3142.71,3151.46,2051115
2022-05-02,3127.65,3152.57,3103.53,3147.64,1324161
2022-05-04,3144.18,3150.35,3079.13,3091.97,2305825
2022-05-05,3120.72,3139.29,3096.95,3121.87,1612262
2022-05-06,3073.54,3087.31,3042.88,3050.08,2010812
2022-05-09,3019.33,3070.87,2973.88,3061.19,2481830
2022-05-10,3051.32,3078.69,3040.66,3055.54,1622685
2022-05-11,3052.21,3064.16,3005.25,3031.77,1841769
2022-05-12,3001.56,3065.27,2976.77,3028.8,2807195
2022-05-13,3052.21,3056.57,3005.25,3034.35,2187823
2022-05-16,3034.44,3047.77,2991.43,3000.5,1195813
2022-05-17,2994.45,3080.64,2977.04,3066.96,1754076
2022-05-18,3078.87,3105.52,3059.36,3064.47,1866781
2022-05-19,3018.45,3025.55,2870.06,2898.45,4642963
2022-05-20,2941.14,2944.61,2905.64,2926.04,3065125
2022-05-23,2936.52,2966.82,2902.93,2951.58,2293690
2022-05-24,2945.72,2954.34,2910.57,2921.59,1711510
2022-05-25,2945.61,2945.61,2821.45,2833.61,3548046
2022-05-26,2854.5,2899.68,2845.15,2886.66,2813186
2022-05-27,2910.14,2933.13,2888.67,2917.39,3103153
2022-05-30,2949.32,3029.47,2939.8,3019.32,2094624
2022-05-31,3000.45,3026.61,2974.37,3009.57,4840965
2022-06-01,3030.73,3030.73,2987.83,3001.39,1493835
2022-06-02,3001.21,3070.09,2993.42,3062.04,2657939
2022-06-03,3094.6,3110.61,3069.37,3077.38,1913622
2022-06-06,3057.56,3088.87,3021.02,3069.15,1084210
2022-06-07,3042.4,3058.32,3002.1,3008.09,2308256
2022-06-08,3023.71,3053.94,2993.6,3045.17,2185707
2022-06-09,3028.04,3074.56,2999.51,3065.7,1279197
2022-06-10,3025.36,3035.2,2998.52,3005.59,1527582
2022-06-13,2943.06,2945.74,2855.8,2880.09,3030921
2022-06-14,2853.61,2897.35,2839.92,2871.99,2611493
2022-06-15,2879.1,2892.97,2863.45,2868.19,1404536
2022-06-16,2898.33,2902.67,2802.66,2810.67,2032028
2022-06-17,2765.94,2789.87,2704.98,2763.17,5240434
2022-06-20,2767.73,2807.76,2745.37,2784.19,1502769
2022-06-21,2799.93,2896.32,2795.82,2873.24,2964461
2022-06-22,2862.46,2907.77,2847.34,2883.08,3336315
2022-06-23,2883.08,2968.11,2883.08,2959.88,3692578
2022-06-24,2986.89,2992.26,2931.88,2945.83,2132118
2022-06-27,2996.73,3008.27,2957.82,2965.16,2037686
2022-06-28,2958.27,2978.84,2927.5,2968.24,1400046
2022-06-29,2926.07,2981.53,2926.07,2943.51,2133994
2022-06-30,2926.96,2961.76,2911.75,2922.58,2719603
2022-07-01,2916.22,2981.53,2909.11,2965.51,1502879
2022-07-04,2962.74,2968.06,2884.96,2893.91,2622535
2022-07-05,2911.75,2926.96,2868.77,2877.13,2170627
2022-07-06,2879.1,2923.83,2864.56,2916.9,2182144
2022-07-07,2926.06,2969.36,2920.74,2941.14,1989921
2022-07-08,2952.01,2956.48,2907.28,2921.1,2136916
2022-07-11,2868.05,2884.92,2778.46,2785.44,6974600
2022-07-12,2786.43,2805.48,2755.43,2759.41,3734815
2022-07-13,2776.68,2782.04,2714.95,2718.31,3863530
2022-07-14,2740.95,2741.85,2661.13,2689.61,4764908
2022-07-15,2707.36,2716.65,2648.57,2685.88,4574806
2022-07-18,2711.36,2759.74,2703.55,2747.68,3202795
2022-07-19,2717.68,2761.54,2717.68,2757.32,1865074
2022-07-20,2787.41,2844.95,2778.67,2838.54,3402251
2022-07-21,2840.51,2855.76,2819.93,2849.75,2420640
2022-07-22,2856.65,2867.42,2819.43,2844.1,2075886
2022-07-25,2838.72,2857.96,2824.46,2840.29,1797504
2022-07-26,2838.45,2842.21,2777.28,2794.68,2639367
2022-07-27,2793.87,2864.82,2789.39,2860.11,1389808
2022-07-28,2884.46,2927.51,2871.59,2924.37,2106333
2022-07-29,2950.83,2975.32,2937.38,2961.5,2430257
2022-08-01,2984.02,2984.02,2933.79,2958.72,1306913
2022-08-02,2950.83,2971.37,2934.37,2952.44,1269114
2022-08-03,2941.86,3003.75,2939.22,2995.23,2895824
2022-08-04,3004.64,3038.64,2966.39,3009.08,2150567
2022-08-05,3014.69,3028.86,3009.13,3018.14,1106933
2022-08-08,3018.1,3030.57,2992.09,3026.57,1068836
2022-08-10,3036.04,3036.04,2991.19,3008.46,1878359
2022-08-11,3049.49,3075.23,3027.11,3069.67,1449248
2022-08-12,3066.53,3066.53,3032.67,3050.88,1472354
2022-08-16,3059.36,3062.81,3038.28,3042.94,839942
2022-08-17,3036.13,3065.59,3023.57,3050.48,1622326
2022-08-18,3040.52,3042.32,3015.41,3032.67,1430659
2022-08-19,3037.83,3068.77,3023.7,3036.71,1398410
2022-08-22,3018.1,3035.23,3002.31,3008.73,1536532
2022-08-23,2977.69,2997.38,2932.89,2945.99,1849256
2022-08-24,2952.62,2966.97,2915.13,2919.75,1691923
2022-08-25,2938.27,2940.2,2883.34,2886.43,1946930
2022-08-26,2900.87,2921.23,2885.18,2890.02,1457962
2022-08-29,2802.84,2818.72,2763.38,2809.61,2539173
2022-08-30,2829.75,2893.88,2818.18,2880.11,3431525
2022-09-01,2861.14,2861.14,2799.25,2808.85,3546935
2022-09-02,2836.92,2836.92,2798.62,2807.68,2052900
2022-09-05,2801.63,2823.42,2791.4,2810.37,2147912
2022-09-06,2812.26,2817.06,2786.11,2804.68,1936453
2022-09-07,2782.21,2835.94,2782.21,2824.9,1291534
2022-09-08,2843.2,2855.31,2834.32,2842.89,1346113
2022-09-09,2865.62,2900.15,2841.86,2885.94,1561185
2022-09-12,2905.89,2932.71,2892.53,2908.63,1785928
2022-09-13,2927.02,2927.02,2892.53,2896.43,1972678
2022-09-14,2811.81,2817.55,2792.79,2798.71,5090269
2022-09-15,2807.32,2814.28,2780.42,2784.32,2138023
2022-09-16,2758.89,2775.35,2690.73,2698.53,5322221
2022-09-19,2723.02,2728.4,2679.78,2716.56,2072220
2022-09-20,2735.57,2762.43,2717.63,2726.87,1544295
2022-09-21,2715.84,2727.86,2689.07,2691.8,2253818
2022-09-22,2681.76,2717.59,2672.16,2697.36,2017983
2022-09-23,2694.31,2710.91,2671.89,2674.63,2652374
2022-09-26,2654.72,2713.91,2624.45,2685.7,2925489
2022-09-27,2699.16,2713.15,2669.2,2706.38,2227447
2022-09-28,2672.79,2735.53,2672.79,2722.7,2739767
2022-09-29,2739.16,2740.82,2681.76,2688.3,2493902
2022-09-30,2682.52,2708.4,2645.97,2694.81,2817353
2022-10-03,2686.24,2709.29,2667.41,2677.23,1763331
2022-10-04,2717.59,2778.62,2711.36,2772.48,2145875
2022-10-06,2790.28,2801.94,2773.65,2782.17,1790816
2022-10-07,2778.09,2784.9,2742.84,2748.94,1939879
2022-10-10,2699.7,2804.63,2695.21,2797.06,3064063
2022-10-11,2780.42,2820.78,2738.58,2753.11,4730645
2022-10-12,2766.87,2789.3,2746.38,2781.09,1665247
2022-10-13,2781.09,2789.39,2737.68,2783.38,2054781
2022-10-14,2820.78,2825.26,2754.41,2779.66,2245977
2022-10-17,2763.02,2813.15,2761.94,2798.18,1517005
2022-10-18,2832.57,2837.39,2813.29,2827.81,1793722
2022-10-19,2840.67,2840.67,2798.4,2807.26,1194289
2022-10-20,2792.11,2841.57,2792.11,2839.14,1587601
2022-10-21,2839.59,2841.93,2811.89,2821.24,1021913
2022-10-24,2850.65,2857.75,2837.07,2843.1,260949
2022-10-25,2860.0,2863.37,2833.61,2843.46,2069643
2022-10-27,2842.2,2854.16,2818.5,2839.23,2438421
2022-10-28,2832.57,2858.2,2828.08,2844.49,1355739
2022-10-31,2876.64,2876.64,2857.57,2871.38,1919414
2022-11-01,2890.58,2933.83,2880.64,2931.22,2991060
2022-11-02,2940.48,2940.48,2897.36,2915.03,1405955
2022-11-03,2902.76,2902.76,2873.04,2883.61,1422652
2022-11-04,2892.82,2895.57,2847.1,2893.18,1464013
2022-11-07,2903.61,2916.02,2873.13,2907.84,1474498
2022-11-09,2922.32,2922.32,2879.02,2891.97,1162267
2022-11-10,2850.56,2900.02,2850.56,2882.62,1573092
2022-11-11,2940.12,3004.87,2927.04,2981.8,3265394
2022-11-14,2989.04,3011.52,2975.55,2999.38,1342074
2022-11-15,2986.34,3003.38,2960.27,2996.77,1400708
2022-11-16,3002.44,3028.52,2986.75,3017.23,1748235
2022-11-17,3003.43,3021.41,2983.42,3011.52,1417986
2022-11-18,3012.42,3023.89,2986.34,3006.53,1164540
2022-11-21,2987.69,2997.76,2943.18,2952.62,1304194
2022-11-22,2949.47,2984.5,2927.22,2980.9,1149739
2022-11-23,2994.44,2994.44,2959.37,2974.92,1150011
2022-11-24,2982.07,3051.04,2974.92,3039.53,1296591
2022-11-25,3042.1,3060.39,3010.62,3048.07,1588981
2022-11-28,3026.81,3072.67,3026.4,3053.11,2195437
2022-11-29,3042.1,3083.46,3042.1,3055.0,1576028
2022-11-30,3042.1,3070.78,3034.9,3049.11,3410702
2022-12-01,3079.86,3129.32,3075.37,3125.41,2180856
2022-12-02,3109.63,3119.34,3069.07,3092.59,2411749
2022-12-05,3087.06,3092.59,3063.68,3080.67,1475065
2022-12-06,3057.43,3064.53,3028.61,3044.21,1166999
2022-12-07,3028.88,3051.72,3016.02,3039.94,1167505
2022-12-08,3021.41,3039.94,3002.93,3012.92,1285619
2022-12-09,3034.09,3034.09,2946.19,2960.94,1797896
2022-12-12,2927.44,2963.86,2910.0,2955.27,1527610
2022-12-13,2946.96,3000.24,2938.5,2996.32,1378016
2022-12-14,3011.34,3036.7,3004.24,3026.22,1213311
2022-12-15,3020.33,3025.68,2966.52,2972.05,1415694
2022-12-16,2944.98,2960.27,2900.2,2913.73,2703680
2022-12-19,2901.82,2918.45,2872.59,2879.38,2120965
2022-12-20,2876.55,2921.6,2844.85,2917.06,1529971
2022-12-21,2921.6,2952.22,2913.51,2939.18,1432566
2022-12-22,2962.06,2962.06,2918.09,2931.22,1384101
2022-12-23,2892.82,2937.65,2892.82,2903.03,1360281
2022-12-26,2903.03,2942.28,2900.06,2925.11,870157
2022-12-27,2939.76,2943.9,2905.86,2931.04,835883
2022-12-28,2922.32,2936.98,2900.92,2928.88,910795
2022-12-29,2905.5,2941.83,2902.71,2939.36,1037927
2022-12-30,2954.92,2966.56,2919.08,2928.52,1163131
2023-01-02,2932.39,2937.65,2909.19,2932.79,709547
2023-01-03,2924.3,2985.44,2918.27,2977.67,1245178
2023-01-04,2973.48,2992.05,2955.05,2980.63,1231668
2023-01-05,2994.62,3001.0,2951.23,2977.44,1826057
2023-01-06,2967.46,2968.85,2877.54,2887.92,2488376
2023-01-09,2903.61,2991.74,2896.55,2985.4,2885060
2023-01-10,2953.97,2965.66,2904.6,2955.23,3864655
2023-01-11,2958.56,3011.97,2941.52,2993.27,2720512
2023-01-12,2993.54,3012.42,2981.44,2998.35,2250391
2023-01-13,3006.04,3038.5,2971.96,3034.5,1742837
2023-01-16,3050.54,3083.65,3033.12,3066.23,1843607
2023-01-17,3062.5,3110.14,3054.22,3107.01,1688475
2023-01-18,3108.48,3135.11,3101.36,3117.68,2421189
